Local Body Code,Local Body Name,Ward Code, Ward Number,Ward Name,
262883,Gangolihat,927730,4,Gangolihat (NP) -Laali Ward No. 4,
248482,Manglaur,11716,7,Manglaur (MB) -Bandertol Ward No.7,
248430,Dehradun,1296965,67,Dehradun (M.Corp) -Mohkhampur Ward No.67,
248441,Kotdwara,1296558,40,Kotdwara (MB) - Jashodharpur Ward No.40,
248477,Khatima,1296524,15,Khatima (MB) - Thaaru Govt. Inter College Ward No.15,
262858,Shivalik Nagar,1296862,13,Shivaliknagar(MB) -Navodya Nagar Ward No. 13,
248456,Bhimtal,17738,4,Bhimtal (NP) -Naukuchiyataal Ward No.4,
248462,Jaspur,18491,7,Jaspur (MB) - Julahaan Dakshini Ward No.7,
248438,Pauri,17493,4,Pauri (MB) - Dipti Dhaara/Uper Bazaar Ward No.4,
248427,Vikasnagar,17399,8,Vikasnagar Dharam Shala (MB) - Ward No.8,
248422,Tehri,16147,7,Tehri (MB) -Geeta Bhavan Chetra Ward No.7,
248459,Haldwani Kathgodam,1296684,50,Haldwani-cum-Kathgodam (MB) - Adarshnagar Ward No.50,
248474,Kichha,18701,8,Kichha (MB) -Pant Colony Evam Uttaranchal Colony Ward No.8,
248470,Dineshpur,73491,7,Dineshpur (NP) -Netaji Nagar Ward No.7,
274461,NAUGAON,1296610,2,Naugaon (NP)- Mungra Ward No.2,
248468,Kela Khera,18557,3,Kela Khera (NP) - Muzhfarnagar Ward No.3,
248477,Khatima,1296521,12,Khatima (MB) - Khetalsanda Ward No.12,
248478,Roorkee,11680,8,Roorkee (MB) -C.B.R.I Rorrkee Ward No.8,
248485,Hardwar,11759,13,Hardwar (MB) -Mayapuri Ward No.13,
248461,Mahua Dabra Haripura,18478,4,Mahua Dabra Haripura (NP) - Chaudhory Kumhaar Bashti Ward No.4,
248429,Mussoorie,17427,1,Mussoorie (MB) -Jhadipaani Ward No.1,
248427,Vikasnagar,17398,7,Vikasnagar Kaliyan Pur (MB) - Ward No.7,
248417,Karnaprayag,73001,6,Karnaprayag (NP) -Bus Station Semi Ward No.6,
248410,Uttarkashi,16012,6,Uttarkashi (MB) -Sriram Leela Maidaan Ward No.6,
248430,Dehradun,73068,52,Dehradun (M.Corp) -Ajabpur Sarswati Vihaar Ward No.52,
262858,Shivalik Nagar,1296870,8,Shivaliknagar(MB) -Subhas Nagar Pashchimi Ward No. 8,
248422,Tehri,16144,4,Tehri (MB) -Dhungidhaar Chetra Ward No.4,
248459,Haldwani Kathgodam,1296680,46,Haldwani-cum-Kathgodam (MB) - Bithoriya Pashchimi Ward No.46,
248428,Herbertpur,1296511,9,Herbertpur (NP) - Asanpul Purvi Bashti Ward No.9,
248438,Pauri,17498,9,Pauri (MB) - Pauri Gaon Ward No.9,
275670,Piran Kaliyar,1296627,4,Pirankaliyar (NP)- Kaliyar-III Ward No.4,
248454,Nainital,17685,1,Nainital (MB) -Staff House Ward No.1,
248433,Doiwala,1296748,20,Doiwala (NP) - Ambedkar Nagar Ward No.20,
248441,Kotdwara,17552,9,Kotdwara (MB) - Kashirampur Malla Ward No.9,
248441,Kotdwara,17547,4,Kotdwara (MB) - Gaadighaat Ward No.4,
248465,Mahua Kheraganj,18515,6,Mahua Kheraganj (NP) - Main Bazaar Ward No.6,
262858,Shivalik Nagar,1296858,9,Shivaliknagar(MB) -Subhas Nagar Pashchimi Purvi Ward No. 9,
248413,Joshimath,16052,9,Joshimath (MB) - Ravigram Ward No.9,
248415,Nandprayag,16096,3,Nandprayag (NP) -Uper Bazaar Ward No.3,
248446,Pithoragarh,73113,9,Pithoragarh Simalgair (MB) - Ward No.9,
248477,Khatima,1296527,18,Khatima (MB) - Vikash Khand Khatima Ward No.18,
248430,Dehradun,73063,47,Dehradun (M.Corp) -Chandra Road M.D.D.A Colony Ward No.47,
248454,Nainital,1296799,14,Nainital (MB) -Mallitaal Bazaar Ward No.14,
248463,Kashipur,73464,6,Kashipur (MB) - Hempur Ismile Uttari Ward No.6,
248444,Dharchula,17575,6,Dharchula (NP) -Vivekanand Ward No.6,
248476,Sitarganj,73528,8,Sitarganj (MB) -Agrasen Trust Ward No.8,
248429,Mussoorie,17428,2,Mussoorie (MB) -Barloganj Ward No.2,
248481,Jhabrera,11700,1,Jhabrera (NP) -Teliyaan Ward No.1,
248470,Dineshpur,73490,6,Dineshpur (NP) -Shastrinagar Ward No.6,
248412,Badrinathpuri,16042,1,Badrinathpuri (NP) -Badrikaashram Ward No.1,
248434,Rishikesh,73080,4,Rishikesh (MB) -Bhairav Mandir Ward No.4,
277163,CHAMIYALA,1296917,7,Chamiyala(NP) -Beleshwer Ward No. 7,
248485,Hardwar,1296932,34,Hardwar (MB)-Ambedkar nagar Ward No.34,
248422,Tehri,16151,11,Tehri (MB) -Aanchal Deri Chetra Ward No.11,
259826,nagar panchayat berinag,1296901,5,Berinaag(NP) -Sahid Chaok Ward No. 5,
248485,Hardwar,1296958,60,Hardwar (MB)-Harilok Ward No.60,
248429,Mussoorie,1296797,12,Mussoorie (MB) -Pologround Ward No.12,
248420,Kirtinagar,16116,2,Kirtinagar (NP) -Block Evem Sinchayi Vibhaag Colony Ward No.2,
248467,Bazpur,18534,5,Bazpur (MB) -Subhas Nagar Ward No.5,
248455,Bhowali,17716,7,Bhowali (MB) -Dugai State Ward No.7,
248477,Khatima,1296529,20,Khatima (MB) - New Tehsheel Ward No.20,
248441,Kotdwara,1296539,21,Kotdwara (MB) - Padampur-I Khusro Ward No.21,
248459,Haldwani Kathgodam,1296664,30,Haldwani-cum-Kathgodam (MB) - Indira Nagar Dakhchini Ward No.30,
248430,Dehradun,73070,54,Dehradun (M.Corp) -Chandra Singh Garhwali Ajabpur Ward No.54,
248430,Dehradun,73071,55,Dehradun (M.Corp) -Shiv Nagar MDDA Ward No.55,
248445,Didihat,17580,1,Didihat (NP) -Post Office Ward No.1,
248459,Haldwani Kathgodam,1296690,56,Haldwani-cum-Kathgodam (MB) - Maanpur Ward No.56,
262841,Purola,927787,5,Purola (NP) - Khablisera Ward No. 5,
248433,Doiwala,1296745,17,Doiwala (NP) -Kudkawala Ward No.17,
262902,Agastmuni,927894,1,Agastmuni (NP) - Taali Bagar Ward No 1,
248434,Rishikesh,73084,8,Rishikesh (MB) -Bharat Mandir Ward No.8,
259820,POKHRI,927754,2,Pokhri (NP) -Pokhri Lower Ward No. 2,
248413,Joshimath,16050,7,Joshimath (MB) - Sunil Ward No.7,
248486,Laksar,11783,8,Laksar (NP) - Laksar Purvi Ward No.8,
262858,Shivalik Nagar,1296855,6,Shivaliknagar(MB) -New Tehri Vishthapit Ward No. 6,
248430,Dehradun,73076,60,Dehradun (M.Corp) -Dada Lakhod Ward No.60,
248477,Khatima,1296519,10,Khatima (MB) - Jhankaiya Ward No.10,
262842,Chinyalisaur,927776,1,Chinyalisaur (NP) - Ward No. 1,
248414,Chamoli Gopeshwar,16077,9,Chamoli Gopeshwar (MB) -Paduli Papdiyana Ward No.9,
248485,Hardwar,11771,25,Hardwar (MB) -Aacharyan Ward No.25,
262842,Chinyalisaur,927781,6,Chinyalisaur (NP) - Ward No. 6,
248444,Dharchula,17570,1,Dharchula (NP) -Gwaalgaon Ward No.1,
248413,Joshimath,16044,1,Joshimath (MB) - Gaandhinagar Ward No.1,
248444,Dharchula,17574,5,Dharchula (NP) -Shiv Mandir Ward No.5,
277162,GULARBOJ,1296919,2,Gularbhoj(NP) -Govindpur Ward No. 2,
248428,Herbertpur,1296510,8,Herbertpur (NP) - Aadarsh Nagar (Jhadowala) Ward No.8,
